"",gene_symbol,GSM1275862,GSM1275863,GSM1275864,GSM1275865,GSM1275866,GSM1275867,GSM1275868,GSM1275869,GSM1275870,GSM1275871,GSM1275872,GSM1275873,GSM1275874,GSM1275875,GSM1275876,GSM1275877
ENSG00000167716,WDR81,1110.2259,1349.8844,1125.901,1144.4995,771.2386,480.5629,1510.5551,611.8463,754.3061,1187.139,962.0355,841.6619,886.8535,953.1723,1317.6975,1331.072
ENSG00000167720,SRR,404.9962,247.6547,272.027,312.4143,357.3891,179.471,407.07,320.8384,355.0247,429.5716,327.5342,279.5438,339.5766,319.1825,481.0803,366.5975
ENSG00000167721,TSR1,1067.9804,1290.3466,1115.0731,1239.661,1372.0026,807.1244,2193.0339,1223.5229,1412.8895,2435.3859,1876.5983,1305.1835,1063.4356,1024.5704,1451.2281,1469.6352
ENSG00000167723,TRPV3,21.9457,33.0617,39.1147,36.9666,53.4827,57.7255,107.8785,53.6733,41.1422,58.2286,36.3131,28.3263,49.8413,41.148,50.4268,60.1247
ENSG00000167733,HSD11B1L,239.0527,179.9784,203.131,203.5338,200.9197,131.4969,213.2158,171.0611,192.6555,230.9622,215.2768,159.023,162.6844,160.8173,220.5883,212.6664
ENSG00000167740,CYB5D2,446.2327,400.2629,511.5085,441.5731,781.6976,412.3535,919.2847,539.1896,725.0145,722.7785,655.1311,501.7247,539.0403,585.7507,732.6996,875.1908
ENSG00000167741,GGT6,2.0928,0.9038,2.8193,2.7939,2.111,1.0915,1.079,5.2809,1.7961,1.1474,2.6837,1.3424,1.7878,1.1675,3.0419,2.0723
ENSG00000167747,C19orf48,394.3914,271.1246,331.8289,269.8992,354.7611,174.078,327.9524,234.7774,282.2666,239.7819,272.4651,240.9373,260.7461,182.5121,296.4292,317.1164
ENSG00000167748,KLK1,0,0.9767,0,0,1.018,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167749,KLK4,0.7713,1.5021,2.8133,13.9633,2.2001,0.7964,1.4921,0,1.4545,2.1933,0,9.7747,1.4803,19.5755,11.7141,1.1551
ENSG00000167751,KLK2,0,3.0465,0,1.1138,1.0728,0,0,1.0815,1.0872,1.0314,1.1711,1.1474,0,1.0013,0,1.0362
ENSG00000167754,KLK5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167755,KLK6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167757,KLK11,4.0299,3.0364,1.0216,2.0353,4.0041,2.0664,3.0264,3.0297,2.04,3.1604,4.0095,2.0014,3.738,4.005,5.107,6.0221
ENSG00000167759,KLK13,0,0,0,0,0,0,0,0,0,0,1.013,0,1.2812,0,0.7727,0
ENSG00000167766,ZNF83,752.1621,661.2122,984.7436,691.107,1003.1264,544.2735,1366.2878,976.7627,966.6264,1179.0955,1067.075,817.6382,924.1844,644.1338,1159.831,1146.219
ENSG00000167767,KRT80,4.8839,9.7421,10.5764,3.8934,21.3576,6.8395,12.7439,12.3805,5.6969,47.5002,29.516,4.851,7.7764,2.9235,5.8097,13.9562
ENSG00000167768,KRT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167769,ACER1,0,1.0762,0,0,0.9978,0,1.0376,1.025,0,0.9974,2.2359,0,0,1.0324,1.028,0
ENSG00000167770,OTUB1,960.39,1002.2088,889.5889,1013.9139,1137.2997,660.8284,1470.1472,843.9354,1111.8497,1538.0813,1460.3714,868.8332,854.2183,1011.0181,1138.0282,1347.387
ENSG00000167771,RCOR2,68.8368,28.9679,74.6417,24.7529,64.589,10.2108,51.4884,60.6374,89.9379,39.1262,37.1954,56.9765,67.5822,19.9854,109.4013,37.272
ENSG00000167772,ANGPTL4,366.0234,879.1696,314.599,1090.7704,285.9423,457.421,935.3553,382.1839,828.0565,1425.6828,1030.8247,832.898,1432.8582,1626.5769,2422.0781,2639.2435
ENSG00000167774,NDUFA7,0,23.8873,0,0,61.5695,0,15.1086,0,23.3921,17.7513,0,15.1676,0,0,0,0
ENSG00000167775,CD320,406.8186,265.7442,288.3509,256.147,267.4376,121.6793,348.241,230.7845,374.4766,402.2686,377.1383,309.1637,274.1141,241.3546,341.5146,263.2866
ENSG00000167778,SPRYD3,779.1171,612.48,687.1437,611.9252,780.6715,588.5546,1343.1781,652.5778,701.5878,1206.9407,1142.5417,738.6045,632.8566,645.9889,741.9749,873.4354
ENSG00000167779,IGFBP6,2423.0743,2321.3982,1949.5153,2872.5128,5648.671,5481.2189,9414.0018,5484.5264,2342.1266,2853.9367,2837.8196,1985.1029,4849.1638,6697.418,6250.2539,9357.2142
ENSG00000167780,SOAT2,0.881,3.5255,0.8733,0,1.5051,2.6936,3.5332,2.2939,0.8588,0,0,3.4426,3.4461,8.8054,4.1242,0.759
ENSG00000167785,ZNF558,508.5632,377.0018,585.2376,406.7993,560.3752,314.7763,671.1409,553.5238,501.4569,556.8153,547.9076,450.9049,349.3418,421.4281,587.1386,651.3087
ENSG00000167791,CABP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167792,NDUFV1,1484.1326,1482.2421,1445.1808,1353.6904,1614.6402,814.3134,1819.7986,1185.1837,1301.4166,1832.0872,1738.8594,1315.7212,1145.876,1274.0263,1560.7873,1774.9852
ENSG00000167797,CDK2AP2,276.9046,379.6488,224.9929,345.3084,287.295,250.8384,414.0543,183.7244,206.4839,656.605,511.1531,165.5172,167.2864,363.0247,224.6534,464.0825
ENSG00000167798,C3P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167799,NUDT8,20.8546,19.5046,8.6159,16.4484,22.1862,11.3569,21.3742,10.1926,13.717,21.4786,10.1982,8.4998,19.8823,25.0277,28.3031,29.3382
ENSG00000167800,TBX10,0,1.0102,0,0,0,0,0,0,0,0,0,0,0.9962,0,0.998,0
ENSG00000167815,PRDX2,1164.0255,935.0064,1266.0074,923.6618,1492.6338,691.606,1674.8773,1205.4662,1682.9419,1678.7018,1773.6793,1457.065,1103.1331,923.8189,1648.9162,1262.619
ENSG00000167822,OR8J3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167825,OR5I1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167840,ZNF232,62.7558,53.8399,64.5034,62.9674,89.577,57.7804,81.3126,70.9448,73.7049,87.315,102.5764,61.7819,68.717,71.9207,100.0753,95.905
ENSG00000167842,MIS12,316.0848,210.2836,289.167,312.3869,313.6316,189.6053,491.146,289.462,175.3883,277.3949,346.3577,163.5439,241.6354,251.2706,292.7839,378.9955
ENSG00000167850,CD300C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167851,CD300A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167858,TEKT1,0,1.0006,1.0331,0,0,0,1.958,0.9803,0.9899,0,0,0,0,0,0,0
ENSG00000167861,HID1,7.3005,8.2557,15.8212,5.1163,11.1616,12.178,13.5605,10.8961,9.0311,26.826,14.465,14.5427,4.6629,13.6401,12.7046,18.6768
ENSG00000167862,MRPL58,226.1515,193.2181,183.9312,216.4227,247.0316,132.0378,321.0838,167.4174,283.1871,339.1649,348.9657,200.1606,140.9976,198.2809,217.3117,263.0151
ENSG00000167863,ATP5H,1526.5008,1722.6722,1449.5607,1675.3749,1708.5981,1184.3413,2495.3966,1415.3078,1735.2667,2504.3339,2309.9512,1497.3384,1149.6677,1351.3034,1606.806,2025.793
ENSG00000167874,TMEM88,5.0531,3.13,4.7932,1.5714,3.0851,3.1431,1.5388,7.3905,7.4829,6.7425,4.5862,11.2858,5.3005,0.7596,15.2484,6.0947
ENSG00000167880,EVPL,3.9423,1.9974,4.4516,0,0,0,3.9344,1.9648,0,3.8765,0,0,0.1394,1.9611,0,2.0428
ENSG00000167881,SRP68,1335.3406,1127.0573,1255.778,1042.9858,1606.8003,824.1204,1825.3423,1201.995,1723.4407,1998.9613,1728.1124,1304.9769,1202.3551,1048.1112,1549.3315,1557.0036
ENSG00000167889,MGAT5B,10.1853,4.3409,9.166,4.6565,6.1814,4.8851,6.9734,6.2533,6.7191,4.2328,2.1787,0.8104,5.8594,6.1363,14.4213,6.4716
ENSG00000167895,TMC8,1.621,0,3.839,1.6563,0,0,0,0,2.0806,1.6195,0,0.1776,1.6113,0,1.6629,3.2591
ENSG00000167900,TK1,82.5361,70.9915,65.8919,68.0636,115.3047,40.7899,70.8428,58.7571,71.1498,88.9064,78.7731,56.2003,76.7225,56.4579,85.9949,89.2189
ENSG00000167904,TMEM68,245.3622,202.041,288.5837,184.4843,345.9112,169.2984,361.9391,276.5551,363.4965,246.4598,229.5512,248.2485,271.1994,176.8756,276.168,319.9116
ENSG00000167910,CYP7A1,0,0,0.991,1.0095,0.9848,0,1.0106,1.0027,0,0,0,0,1.9962,1.0007,0.9956,0
ENSG00000167912,LOC100505501,44.6682,38.1172,33.8722,53.5678,59.0977,19.9064,80.261,51.3193,39.9505,72.0878,67.7237,51.1289,67.1582,35.239,74.6778,57.072
ENSG00000167914,GSDMA,7.0234,0,6.0664,4.1395,3.0316,0,4.5327,6.4678,5.07,4.1693,2.0633,5.0396,3.1418,5.3512,3.1319,3.3645
ENSG00000167916,KRT24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167920,TMEM99,131.3139,126.6428,153.3739,139.8496,158.4061,115.9953,264.8473,145.8447,118.4533,164.5418,191.0241,109.6471,165.1418,205.1018,177.3958,256.8612
ENSG00000167925,GHDC,449.4786,536.6978,367.3382,497.1,439.782,341.5171,824.8042,448.522,295.7741,438.9662,457.6536,297.3653,298.354,409.6824,374.4572,544.5203
ENSG00000167930,FAM234A,2303.6097,1972.8512,1887.7397,1978.0678,2948.5335,1639.8535,3700.4948,2214.8882,2444.1278,3231.5395,2843.86,1744.1008,2009.372,2545.1531,2478.1231,3388.9529
ENSG00000167941,SOST,0,0,0,0,0,0,1.0083,0,0,1.9735,0,0,0,0,0,0
ENSG00000167945,PRR25,2.0036,1.0107,1.0002,1.0112,2.9622,1.0208,2.0068,1.9995,1.9585,0,2.9804,0,1.991,4.9921,1.0002,0.992
ENSG00000167962,ZNF598,808.8212,997.4433,571.5617,932.1825,689.4623,418.2442,981.1071,564.2989,729.7493,1172.8426,1170.3533,775.607,734.9976,816.0787,810.5425,938.2906
ENSG00000167964,RAB26,16.6042,16.1472,17.9009,18.0799,14.1971,6.0174,13.2522,17.4801,12.969,15.1737,10.9724,17.6698,15.7687,8.7193,19.4764,4.6613
ENSG00000167965,MLST8,626.2084,564.5044,609.8922,473.5778,739.003,291.2208,775.3721,499.4193,796.9397,864.3223,819.8251,594.6122,518.9613,483.4139,722.5993,649.9687
ENSG00000167967,E4F1,451.4031,427.9789,417.8499,440.7347,437.9889,255.3375,605.5795,324.1001,416.39,582.202,532.4395,349.6815,315.3543,384.3875,532.0164,474.5503
ENSG00000167968,DNASE1L2,10.4969,6.248,9.8458,9.9565,14.7141,7.1798,15.9123,1.473,8.9726,7.2948,10.2463,7.3592,4.8024,8.4267,11.7812,12.9951
ENSG00000167969,ECI1,331.4227,381.2993,295.5883,344.0536,417.2145,316.1123,599.4844,317.3192,268.4868,599.2074,540.0267,317.2826,369.0532,489.3291,467.0691,620.7948
ENSG00000167971,CASKIN1,1.8151,0,78.2109,0,5.3143,0,7.2825,3.5781,0.8736,3.5524,0.8999,4.4308,3.5869,16.257,10.7506,0.8881
ENSG00000167972,ABCA3,113.2702,76.8427,88.4172,77.8714,226.0249,132.7977,209.7365,125.7628,54.9842,73.7966,94.2158,43.0082,135.0814,216.0185,218.3555,315.3228
ENSG00000167977,KCTD5,353.2842,304.3181,316.7695,336.5139,420.4319,231.9704,524.166,307.3668,421.253,498.3671,376.5109,308.0332,263.0211,327.1925,366.0719,337.3189
ENSG00000167978,SRRM2,10988.6899,11977.8893,11475.7171,11370.1786,13637.0393,8056.3469,18771.1623,11533.2804,12834.0752,16805.6681,15411.5461,9855.4996,9008.1491,10832.9372,15323.5342,16057.8573
ENSG00000167981,ZNF597,83.3546,48.5201,89.8032,61.5965,88.594,56.3027,140.1302,92.2804,110.2353,119.2495,114.6209,91.782,65.9725,60.1237,104.4397,104.5729
ENSG00000167984,NLRC3,27.8579,17.2333,32.175,36.3316,53.3399,35.1426,56.8375,46.3528,37.703,34.3302,33.318,24.9769,20.3892,19.2683,35.8644,75.3955
ENSG00000167985,SDHAF2,163.6358,221.5041,187.8977,226.3195,189.8754,195.6059,442.8684,198.9624,180.327,317.9232,280.1554,195.8859,186.7093,231.8775,158.0361,221.2383
ENSG00000167986,DDB1,8259.0861,7468.1937,8208.512,7539.8922,10236.5675,6045.2159,13102.228,8078.639,10698.8126,11071.5499,10133.4035,8062.8675,7386.4046,8268.613,9383.3072,11115.2366
ENSG00000167987,VPS37C,340.7971,310.717,356.0123,307.8866,403.9607,211.2266,577.0369,343.5677,384.1304,457.2093,355.6208,370.8742,291.9629,269.0629,391.0487,370.8306
ENSG00000167992,VWCE,484.3168,209.1226,452.4021,199.7382,295.0546,53.1531,189.2453,303.6999,332.004,179.6583,118.0523,292.9358,381.1797,105.5788,446.002,186.3803
ENSG00000167994,RAB3IL1,1103.5188,1039.752,1196.0162,1273.9301,1037.7829,697.2791,1611.0785,1088.3476,1147.8218,1031.5146,1052.2587,838.7221,748.3922,909.4371,1264.5666,1148.6194
ENSG00000167995,BEST1,644.4794,331.324,559.7952,379.4993,783.6972,253.1392,652.0753,544.4493,622.0254,575.3964,524.7662,412.7404,778.8842,478.7088,874.2445,629.1659
ENSG00000167996,FTH1,143438.009,136829.8645,130883.16,149688.3306,161755.529,116049.55,238687.3599,144147.6583,200133.2485,211982.3323,183539.3675,142068.0583,120747.0736,129297.6192,133411.2137,186510.5343
ENSG00000168000,BSCL2,290.1537,258.618,304.7569,271.7281,273.4133,149.9577,417.9874,263.946,263.9688,250.4702,227.3661,189.3352,241.5008,219.2699,340.5599,289.0237
ENSG00000168002,POLR2G,627.7568,603.4416,642.823,642.0688,686.5204,365.925,889.3223,529.0362,669.2511,788.332,698.5155,537.5747,570.7081,593.5062,723.0112,814.1316
ENSG00000168003,SLC3A2,1777.5418,1557.2057,1638.2634,1840.6827,1708.0053,873.9344,2036.5661,1652.9471,2125.5276,1447.3885,1263.8854,2005.4798,1551.9574,1509.1661,1993.2294,2373.0572
ENSG00000168004,HRASLS5,51.6997,60.1067,58.6193,113.3419,45.3188,44.6469,98.0737,84.3932,1.6899,0.8522,2.5845,6.244,12.7543,35.4411,55.4802,58.5369
ENSG00000168005,C11orf84,387.6411,396.4062,428.4571,406.7222,443.3955,217.0811,521.6304,309.3331,426.7057,566.8263,465.9987,367.2773,325.217,343.7077,468.5751,381.5423
ENSG00000168010,ATG16L2,236.976,148.5073,220.1481,130.3563,346.6926,154.2514,186.4859,259.0678,340.0531,366.9914,237.4096,244.7617,282.6555,147.1808,415.6041,272.9836
ENSG00000168014,C2CD3,419.5908,435.22,424.7309,397.5879,518.234,286.2856,590.8377,520.1331,589.9184,852.2476,777.0092,496.7145,401.4636,368.9397,508.2363,541.4496
ENSG00000168016,TRANK1,1687.634,1377.7629,1759.4556,1436.8471,1756.4859,861.9074,2222.9699,1480.1782,1899.1541,2848.8207,1949.4234,1688.8558,1757.7031,1953.0306,2556.4016,2861.8077
ENSG00000168026,TTC21A,169.9734,104.2286,139.2515,105.4476,85.8092,46.0451,169.7768,72.2511,90.4886,75.9506,83.5436,82.3106,97.4946,126.2349,185.7648,140.0369
ENSG00000168028,RPSA,15277.077,14863.8618,14500.0286,12742.2228,14629.4406,7878.855,17106.4244,11266.6025,16072.1459,18340.4121,18832.0435,14165.1458,13271.1795,12845.5439,16493.8133,16632.579
ENSG00000168032,ENTPD3,75.1966,80.4321,80.587,77.1482,36.4854,23.8616,52.3098,32.0983,58.3493,84.3629,95.8691,50.9926,99.5661,93.5956,93.837,168.7473
ENSG00000168036,CTNNB1,5467.1753,4928.0155,5646.2763,5519.2784,5587.5665,3523.4483,8983.8974,5301.3154,5668.1073,7471.2777,6969.9698,5275.793,4745.99,5075.1434,6415.6332,6515.3314
ENSG00000168038,ULK4,99.7593,114.5849,137.9281,98.546,112.965,96.7911,194.5032,118.5086,89.0833,72.4959,96.6377,49.4184,45.6541,76.5889,134.0439,85.8965
ENSG00000168040,FADD,345.9816,298.5808,300.3453,308.4798,341.164,227.3236,534.3473,306.6556,313.0232,479.8026,445.1076,247.3236,319.4172,294.784,357.1816,308.9146
ENSG00000168056,LTBP3,4784.6687,4276.9915,5003.0374,4480.8341,7032.9274,3819.4586,8911.7876,5713.3432,5935.1274,7479.8839,6473.2009,4476.0371,5384.6355,5780.4168,7058.0922,7978.4548
ENSG00000168060,NAALADL1,154.271,126.6554,149.8619,138.4643,159.4967,103.5378,238.5,166.4641,174.0361,191.0102,200.4863,157.3226,169.4798,162.4699,218.8479,262.8801
ENSG00000168061,SAC3D1,115.0718,100.0509,80.6903,65.6792,99.5891,33.6313,99.5767,62.5507,106.6173,70.4301,59.2976,77.9651,87.7916,83.0788,102.0787,111.9126
ENSG00000168062,BATF2,75.1899,36.5533,41.6076,30.19,28.7918,4.976,18.2407,12.6246,42.2965,46.8575,34.1153,25.3861,29.9002,15.5537,16.6471,23.3619
ENSG00000168065,SLC22A11,0,1.1607,0,0,2.119,0,3.8008,0,0,0.9237,0.9441,0,0.9328,1.364,0.9372,0.8632
ENSG00000168066,SF1,2468.6522,2202.0228,2593.2878,2273.6232,3127.7094,1850.3906,4075.4527,2743.1716,3555.9083,4441.53,3181.4377,2322.9294,2265.862,2452.5241,3416.8553,2992.5482
ENSG00000168067,MAP4K2,173.4609,323.7405,274.9883,261.013,258.2703,135.0119,278.8912,324.8621,327.3945,304.4484,428.8632,265.2305,187.346,254.4609,275.2887,290.3117
ENSG00000168070,MAJIN,0,0,0,0,0,0,0,0,0,0,0,0.5311,0,1.9928,0,0
ENSG00000168071,CCDC88B,33.018,23.3035,60.5233,35.7432,48.1637,13.7026,28.3228,17.3458,52.6538,70.1003,76.0825,35.756,28.8927,24.0238,34.0525,32.804
ENSG00000168077,SCARA3,2796.9138,1301.3478,2706.9775,1327.9842,2977.3349,1247.9923,2619.1124,2475.7687,3111.4544,2366.5765,1926.1331,2064.7468,2155.5863,1730.7765,2548.3257,2151.495
ENSG00000168078,PBK,37.892,34.1142,33.0479,25.5651,40.9634,26.7745,54.342,35.4496,23.6202,14.1206,33.0829,17.4424,33.2308,20.5294,16.0062,29.8467
ENSG00000168079,SCARA5,58.5857,450.8667,121.1766,466.345,404.9288,632.8217,4683.6966,1437.7006,54.5655,64.8403,139.7685,116.3633,303.9335,940.6393,988.235,1950.0371
ENSG00000168081,PNOC,0,0,0,1.008,0.9848,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168090,COPS6,1584.8246,1253.0426,1524.2569,1347.485,1816.4609,856.0586,1862.1872,1147.3169,1537.1542,1889.4123,1766.0382,1303.6,1125.0387,1030.5668,1578.4236,1442.6023
ENSG00000168092,PAFAH1B2,1627.5677,1532.0502,1460.0412,1600.9846,1602.4374,1369.3722,3372.8797,1473.6323,1449.0205,2538.2574,2070.1577,1341.0891,1144.8182,1553.7594,1603.4479,2322.5645
ENSG00000168096,ANKS3,348.7141,266.0017,345.66,291.003,394.0483,188.3991,523.6876,331.8171,338.1711,489.0492,494.9007,303.0848,268.5318,294.9817,387.7959,396.2017
ENSG00000168101,NUDT16L1,227.9318,288.1686,201.8106,272.0308,270.6234,167.0974,351.0508,174.8276,225.8972,369.2679,341.8927,242.683,166.3834,238.3692,282.2545,305.9573
ENSG00000168116,KIAA1586,189.1582,151.9584,249.7164,165.3183,308.1749,102.9149,282.1596,176.9752,261.1684,277.9102,304.3236,204.59,130.9178,188.8339,220.892,156.1129
ENSG00000168118,RAB4A,807.506,860.236,817.2713,861.7764,780.3074,513.3615,1086.4791,602.6773,737.0773,965.3307,939.6038,768.5457,674.5014,977.0975,854.1576,1042.8344
ENSG00000168124,OR1F1,0,1.011,0,1.0121,0.989,0,1.0017,0,1.9623,1.9663,0.9924,0,0,0,0,0
ENSG00000168131,OR2B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168135,KCNJ4,2.0069,0,0,0,0,1.0227,0,0,1.9549,0,0,2.9888,0,1.0007,1.256,0
ENSG00000168137,SETD5,2459.0591,1884.6195,2271.686,1502.0384,2649.7563,1265.1216,4138.1479,2765.2624,3307.266,3341.3443,2785.7506,2410.9647,2452.0138,1618.6362,3622.6701,2301.5646
ENSG00000168140,VASN,2425.2263,1510.0345,2002.917,1467.9113,2613.3439,1255.723,2245.5198,2382.6745,1814.3988,1879.1082,1663.3037,1576.903,2283.3337,2257.4184,3360.0491,2977.6014
ENSG00000168143,FAM83B,1.003,0,0.9885,1.0092,0.9841,0,0,0,0.9754,0,0.9952,0,0,0,0,0.9943
ENSG00000168148,HIST3H3,1.9911,4.0436,4.1336,2.0308,0,0,1.9847,1.9843,1.9827,1.9604,1.9729,0.9851,0,2.9709,2.033,2.9503
ENSG00000168152,THAP9,77.6339,40.941,53.792,44.1951,79.3516,31.669,97.8177,91.334,85.2286,94.0332,76.8482,82.1099,101.7785,86.837,99.9314,71.1418
ENSG00000168158,OR2C1,0,1.0109,3.9906,0,4.9347,0,5.0223,2.0011,3.9147,1.9683,1.9885,2.9843,4.9822,0.9993,0.9993,3.9717
ENSG00000168159,RNF187,1980.2815,1545.9398,1875.679,1671.9556,2398.248,1186.8327,2730.1889,2010.0775,1940.1312,2428.6683,2243.5807,1632.4341,1666.0126,1463.5702,2208.5315,1981.1927
ENSG00000168172,HOOK3,1000.1061,1208.9475,1545.9204,1338.8739,1856.4329,815.0942,3468.5835,1410.9468,1554.0599,2774.9753,1997.3647,1593.6841,1518.5247,1700.2154,2226.0534,1577.3515
ENSG00000168175,MAPK1IP1L,1212.4445,1332.7387,1036.4667,1088.5945,1710.675,854.2019,2541.3005,1135.9168,1771.3058,2388.8955,1903.5379,1135.6262,960.1974,1315.3161,1149.1835,1725.5194
ENSG00000168209,DDIT4,1868.4536,3871.0465,1621.9117,5086.1429,1605.1404,1127.2994,5242.3171,1715.2951,1333.4024,1801.2928,1582.0949,2061.2714,1281.0475,2070.42,2131.5978,4907.9776
ENSG00000168214,RBPJ,7649.0092,3698.1043,7674.3313,4929.1995,10560.4636,3278.7791,9623.8532,8426.3467,6831.9647,5836.6802,4948.338,5285.7651,7115.7601,4356.7234,8720.4201,6167.8924
ENSG00000168216,LMBRD1,916.4926,770.1465,823.7615,757.148,1163.8455,783.8886,1653.3703,1028.9639,1172.6917,1389.6442,1322.7176,1095.4096,868.7088,915.5025,1225.3119,1179.7331
ENSG00000168228,ZCCHC4,192.8641,138.7279,223.9626,151.8239,237.1992,125.9938,260.8303,216.2423,208.9189,247.1598,251.691,169.1272,153.1699,170.9921,232.6619,225.3112
ENSG00000168229,PTGDR,0,0,0,0,1.5884,0,0,0,1.5753,1.5824,0,0.6095,0,1.6062,0.609,0
ENSG00000168234,TTC39C,434.3184,669.7513,483.9563,659.3054,470.8909,593.3748,1300.9073,499.8477,495.8085,1003.3595,861.7685,434.2581,422.8243,736.0008,520.3967,850.1925
ENSG00000168237,GLYCTK,48.4076,48.3834,25.5833,44.9099,39.0444,27.118,77.1329,39.335,58.8183,54.9897,62.4653,43.7268,35.265,39.6395,53.634,34.5551
ENSG00000168243,GNG4,1.682,4.4899,2.9582,0.9018,1.6009,1.3684,3.7615,2.9362,2.4228,3.1664,4.5221,2.7813,3.0105,0.5351,3.607,2.7533
ENSG00000168246,UBTD2,768.7639,634.137,795.4018,708.8051,873.6075,485.9981,1258.9715,871.1057,896.8512,881.7537,783.8573,783.6211,715.2509,674.9697,1118.1099,899.7959
ENSG00000168255,POLR2J3,606.3168,487.6881,516.0522,547.3,1377.3768,692.8379,1550.3796,947.8025,775.2837,1028.3788,823.5809,596.0393,770.3839,848.8307,1141.399,1219.2551
ENSG00000168256,NKIRAS2,577.4447,596.9114,626.0693,598.8119,679.6828,394.187,970.3606,545.5667,708.0341,808.5441,718.0464,552.8746,524.7551,625.0428,600.3265,811.6107
ENSG00000168259,DNAJC7,1140.4727,1009.5576,1205.4577,1042.0238,1391.8155,854.7821,1805.2235,1077.5045,1556.491,1547.6363,1398.7617,1188.1614,1076.9467,1126.5663,1381.5406,1402.9167
ENSG00000168263,KCNV2,1.003,2.021,2.9755,1.0101,0.9853,0,4.0237,1.0014,0,0.9845,0,0,0,1.0003,0.9966,4.9704
ENSG00000168264,IRF2BP2,1830.4773,1128.447,1765.457,1141.7761,1506.7452,717.4888,1599.2648,1242.6281,1729.4169,1847.8996,1617.4399,1707.1639,1686.9951,1277.7592,1790.0335,1463.378
ENSG00000168267,PTF1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168268,NT5DC2,1003.85,1231.4872,1089.9412,1279.3018,1043.4321,606.448,1592.7236,985.6764,1535.964,1773.4625,1675.714,1269.7613,964.2301,1144.2632,1312.7669,1406.744
ENSG00000168269,FOXI1,0,0,0,0,0,0,0,0,0,0.9866,0,0,0,0,0,0.9961
ENSG00000168273,SMIM4,70.9936,71.5112,92.1317,94.5658,100.833,47.8305,106.2788,65.9085,73.9893,93.2874,108.3073,77.8276,87.2417,60.766,91.6519,98.6445
ENSG00000168275,COA6,163.9029,156.7212,158.0218,168.8869,127.2149,73.905,221.3606,123.8727,199.5408,219.5229,227.8369,169.9025,92.6934,128.2533,146.6232,147.9004
ENSG00000168280,KIF5C,1.3574,7.4513,8.9209,6.5631,2.6412,1.3686,9.3603,13.8647,0,4.7929,4.0391,5.7139,9.5501,2.7078,4.373,5.7643
ENSG00000168282,MGAT2,1182.376,1030.1355,1039.0951,1142.6394,1310.4749,539.4013,1722.8928,1156.6122,1081.1697,1275.7518,1204.0863,923.9715,940.6641,887.0454,1235.4111,1274.5766
ENSG00000168283,BMI1,1204.9621,1104.8012,1406.3825,1331.6165,1283.3762,812.0848,2114.862,1254.0552,1234.4069,1765.8575,1518.7013,1067.069,1120.6602,1275.1231,1586.8261,1464.9181
ENSG00000168286,THAP11,497.8038,471.1169,464.5512,539.6465,481.1296,299.6364,721.3328,422.7721,500.3773,592.9193,549.5213,444.3191,387.9298,465.3209,559.4322,591.7027
ENSG00000168288,MMADHC,1345.7622,1294.4919,1497.3316,1202.8434,1610.0192,1079.0448,2282.6652,1470.6123,2190.2452,2136.3796,2200.2734,1715.3805,1192.4192,1349.2283,1683.767,1523.9648
ENSG00000168291,PDHB,737.8797,755.0753,698.6054,806.2324,931.0915,678.7942,1411.7298,742.1707,937.3069,1426.2291,1469.6552,811.5966,685.5006,850.2565,891.648,1012.3536
ENSG00000168297,PXK,1685.4499,1586.7136,1760.9305,1783.2577,1945.2798,728.1531,2419.7429,1698.1081,2685.6046,2208.4872,2048.4135,1666.5572,1577.7731,1496.9228,1800.2769,1942.6959
ENSG00000168298,HIST1H1E,0,0,2.0244,1.0119,0,0,0.9984,0.996,4.9112,0.9813,0,0.9898,1.9821,0,1.0049,0.9877
ENSG00000168300,PCMTD1,2281.5071,1394.3789,2668.1639,1374.0546,2094.6557,1001.5653,2844.6486,2512.2757,2867.6763,2040.8724,1900.0366,2052.4986,1802.948,1699.0608,2704.5035,2005.9596
ENSG00000168301,KCTD6,121.2936,124.7859,117.5873,195.858,155.1612,112.9972,242.9512,126.5378,136.9979,177.7489,188.4647,94.9119,113.9652,140.7889,174.6928,176.4041
ENSG00000168303,MPLKIP,309.7519,439.1391,261.8871,417.8593,277.4624,263.9304,521.4171,254.4457,315.6149,558.8168,490.7236,248.3791,210.4577,411.4984,311.8824,535.8239
