"",gene_symbol,GSM1275862,GSM1275863,GSM1275864,GSM1275865,GSM1275866,GSM1275867,GSM1275868,GSM1275869,GSM1275870,GSM1275871,GSM1275872,GSM1275873,GSM1275874,GSM1275875,GSM1275876,GSM1275877
ENSG00000141198,TOM1L1,137.4748,214.2476,119.1832,202.1876,180.3722,182.6287,494.7131,200.0997,282.5348,458.0791,464.2462,277.1758,97.0177,217.3545,171.0248,346.6145
ENSG00000141200,KIF2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000141219,C17orf80,515.4049,368.1882,489.0058,419.5195,577.8253,338.6678,740.3858,467.342,716.4193,707.6519,580.6829,520.9652,429.0127,339.7318,484.473,567.8759
ENSG00000141232,TOB1,853.0347,850.2568,792.1687,718.996,1054.8677,626.8605,2441.792,1000.1291,910.4728,1131.5973,921.0312,905.7341,978.8857,1149.8593,1305.0153,980.0243
ENSG00000141252,VPS53,1045.8301,960.6733,965.8651,1017.3398,1338.5828,532.9415,1874.4463,1033.8646,1000.857,1555.383,1197.1611,1090.5881,1026.0957,939.3007,1105.7758,1100.9062
ENSG00000141255,SPATA22,1.9163,1.9424,0,3.9007,0,0.9883,1.524,1.8605,16.969,31.2595,27.2807,21.401,0,1.9064,0.9382,0.695
ENSG00000141258,SGSM2,1942.5833,1688.9871,1913.1663,1553.3168,2062.4414,940.2144,2349.0767,1553.9612,2012.0132,1816.5325,1636.0395,1633.2974,1686.5569,1431.4821,2449.5824,2198.3635
ENSG00000141279,NPEPPS,5330.439,4483.9068,5461.2941,5211.8905,6228.5733,3673.4586,9271.075,5950.1406,4982.2243,5265.5507,4757.8008,5118.9204,4211.2195,5118.1654,7322.9146,6906.4572
ENSG00000141293,SKAP1,1.2353,0,1.2626,0,0,0,0,0,0,0.4918,1.2249,0,0,0,0,1.2226
ENSG00000141294,LRRC46,24.5635,28.767,23.8928,13.8236,9.4304,10.3299,24.0894,9.1639,24.1179,30.6526,32.3111,25.6294,8.432,8.4627,14.903,26.0668
ENSG00000141295,SCRN2,502.5429,358.8052,457.2499,325.8493,400.9711,150.4616,385.2531,311.1931,377.8133,426.4462,469.3183,325.7619,371.2353,328.7498,559.5464,514.5387
ENSG00000141298,SSH2,1013.2496,2617.8233,1254.492,3539.2554,1583.5459,2021.5206,5292.8556,1851.8118,1902.1023,3389.611,2706.5958,1651.6,986.8696,2857.8057,1748.8459,5591.8663
ENSG00000141314,RHBDL3,14.9374,15.6466,24.0139,2.4023,4.6841,3.161,6.1225,5.7941,3.5759,6.0916,0,1.5818,12.6369,3.1776,8.6786,3.1581
ENSG00000141316,SPACA3,0.8782,1.0642,1.0636,0,0,0,1.7576,0.8761,1.7213,1.9378,0.8706,0,1.7442,0.8748,3.5451,0.8691
ENSG00000141337,ARSG,387.7616,676.2438,493.563,811.9768,564.5232,437.9443,1020.7105,404.8214,882.999,1314.2785,1063.005,581.9155,340.253,566.4537,452.3138,907.326
ENSG00000141338,ABCA8,4008.2022,4692.3158,4536.489,4356.133,5036.0709,2859.6412,8637.3211,5430.8058,5629.3918,5227.5714,5246.8149,4328.612,3628.7959,3813.449,5470.9461,6152.1584
ENSG00000141349,G6PC3,568.093,643.8928,551.4752,657.7869,734.6844,493.0562,1263.6985,640.7681,824.5916,1140.2861,1139.8416,683.9311,646.9291,655.0695,746.7747,813.1386
ENSG00000141367,CLTC,11849.9053,10568.7994,11665.7754,11641.6133,13223.2162,8103.3832,21747.0663,12783.5425,13153.1387,17155.9295,14818.0697,12051.0122,10877.8739,10291.2024,13611.1519,13015.8377
ENSG00000141371,C17orf64,2.2022,0,0.6976,0,2.2198,0,0.6948,0,1.3609,2.1732,0,0,0.6895,0,0,1.3743
ENSG00000141376,BCAS3,509.3094,662.7737,642.5845,637.2151,696.3956,514.7744,1151.1011,631.5241,784.6469,914.9577,761.0135,584.9124,665.9663,773.2497,878.4956,1200.583
ENSG00000141378,PTRH2,191.5368,215.0729,170.125,230.9252,220.2607,135.6773,328.9332,144.4421,232.1326,355.9888,333.3111,187.0251,165.3744,172.2859,200.4127,234.9535
ENSG00000141380,SS18,1481.4181,1548.5352,1512.795,1636.9278,1768.3707,1028.4094,2875.9149,1458.8277,1892.5521,2425.3094,2045.401,1432.362,1339.5427,1549.7862,1948.3822,2303.999
ENSG00000141384,TAF4B,73.7095,69.5099,64.848,65.6753,46.0132,51.4219,142.6647,55.5577,53.5604,97.2155,78.2251,41.6509,67.5332,101.8508,80.1124,95.6187
ENSG00000141385,AFG3L2,827.3304,812.7705,815.9217,822.6462,791.0616,653.2933,1525.4847,738.6504,886.9132,1093.4049,915.3994,922.1044,728.6881,844.5811,994.9691,1020.6032
ENSG00000141391,PRELID3A,82.6564,70.7327,76.4816,85.2463,160.6983,59.1487,130.6248,83.4966,139.6351,139.5814,149.355,101.6534,137.3773,104.1819,111.9696,83.3657
ENSG00000141401,IMPA2,211.8893,568.2436,188.3472,576.6789,324.0071,857.1916,1213.1029,376.9695,209.2285,1476.1709,1251.4733,341.6774,194.4863,996.4254,219.1557,1081.9999
ENSG00000141404,GNAL,87.6147,69.7893,72.6986,64.7992,74.7795,33.1321,110.3221,69.5691,144.2972,91.6843,121.1689,95.4098,59.0236,47.1499,54.4064,73.2116
ENSG00000141424,SLC39A6,2307.0553,1975.8603,2458.9785,2256.3616,2950.5154,1472.2028,4091.7217,2932.7386,4109.6211,3901.6793,3724.682,3235.4795,2262.4989,2042.901,2971.8635,2773.5514
ENSG00000141425,RPRD1A,665.6498,594.9402,661.4962,608.8284,699.1061,453.4292,1400.7963,585.5155,759.3006,1182.0202,989.8219,615.927,483.3417,711.419,709.594,641.9936
ENSG00000141428,C18orf21,180.8608,151.2233,165.4946,147.9884,225.3935,118.6789,234.8758,154.6902,252.2851,279.1883,220.1039,216.9444,177.6695,160.4055,267.9316,222.025
ENSG00000141429,GALNT1,1961.3572,1483.3492,1979.0566,1536.891,2318.7052,1075.9901,2686.0288,1695.0607,1831.147,2047.0606,1715.7853,1677.5857,1876.3148,1729.2464,2616.7954,2062.5024
ENSG00000141431,ASXL3,169.2039,50.6114,145.5577,118.6008,46.6716,3.5053,47.306,42.8326,20.3282,6.1842,4.0957,6.833,46.3006,14.7693,81.0762,33.551
ENSG00000141433,ADCYAP1,0,0,0,0,0,0,0,0,0,0,0,0,1.0005,0,0,0
ENSG00000141434,MEP1B,1.663,1.4645,1.4968,1.4709,0,0,3.0968,1.4374,2.872,2.84,2.8582,0.2192,4.286,2.8694,2.9449,4.2743
ENSG00000141437,SLC25A52,4.322,3.249,1.0495,2.1817,3.0786,3.3706,8.7257,5.3589,7.5079,3.0817,0,4.2445,4.2536,7.2657,5.5161,1.0276
ENSG00000141441,GAREM1,156.0495,107.3582,165.9375,96.3963,122.7178,82.8888,184.7406,82.4322,257.7204,318.5764,283.1141,124.9169,105.659,131.9941,145.3133,190.8641
ENSG00000141446,ESCO1,236.0649,310.1729,395.1197,329.1788,357.0286,209.6254,475.2071,286.3981,357.1521,460.8126,363.1898,330.3146,269.8705,258.2361,399.0297,383.58
ENSG00000141447,OSBPL1A,1762.7019,1078.7722,1799.2175,1335.9122,2583.5647,1260.5107,2561.3637,1986.8428,2370.6861,2235.5778,1808.0253,1764.2282,2249.9388,1710.9218,2595.4119,2160.0873
ENSG00000141448,GATA6,165.9271,67.5151,130.0565,57.5785,318.3509,109.8588,164.5278,207.1839,178.5567,178.6518,172.7622,107.3493,167.5612,124.2544,159.7883,157.2566
ENSG00000141449,GREB1L,0,8.162,0,1.5713,3.0647,10.4765,13.461,3.7111,11.6235,1.5323,9.5425,1.8452,0,1.9779,0.9808,1.5478
ENSG00000141452,C18orf8,324.0392,345.5343,367.0351,312.1637,295.1998,365.2606,572.3004,293.0959,425.4033,581.6316,518.9786,305.5919,295.2751,499.5624,395.2974,489.4926
ENSG00000141456,PELP1,982.1273,804.0078,974.9551,761.6917,976.6792,559.16,1273.3994,793.3689,956.0724,1046.9862,977.6521,760.1416,762.6945,688.3853,1050.8731,958.7863
ENSG00000141458,NPC1,638.9354,859.6289,582.3064,723.4733,774.3699,868.9046,1408.1293,802.7358,886.3661,2260.3392,1590.673,766.3751,861.4388,1092.2835,888.7941,1315.0046
ENSG00000141469,SLC14A1,101.8962,1.4299,88.1849,7.0615,153.6031,21.1746,54.4461,229.2593,22.0307,18.3192,8.8945,32.0497,199.8003,11.6016,166.83,12.0907
ENSG00000141480,ARRB2,160.9567,130.9575,161.9844,109.2546,210.7669,86.5472,196.766,156.0301,147.2474,179.9351,148.1558,141.8788,157.9809,113.6714,216.5962,202.2118
ENSG00000141485,SLC13A5,8.9468,8.2464,7.0082,3.1213,7.4486,1.6746,8.9379,2.4712,3.2743,3.5338,6.1804,2.6418,4.3718,1.6296,7.7831,1.6906
ENSG00000141497,ZMYND15,13.588,9.6023,9.2263,5.0889,6.8802,6.181,4.7649,8.5777,4.9208,20.7249,10.3619,3.8915,25.4211,7.4533,16.2756,12.2419
ENSG00000141499,WRAP53,116.0839,95.1928,78.4595,94.5365,91.0959,69.8676,120.6274,74.9892,114.7671,122.6722,116.0148,82.215,82.1738,82.867,135.7538,125.4093
ENSG00000141503,MINK1,2023.0972,1813.1901,2018.863,1821.9233,2203.6227,1198.9156,2793.4901,1696.7248,1795.7042,2000.9948,1775.5881,1441.3726,1751.8502,1767.3589,2290.4708,2368.4968
